Player,Age,Yrs,Games_Played,Minutes_Played,Field_Goals,Field_Goals_Attempted,3_Point_Goals,3_Point_Attempted,Free_Throws,Free_Throws_Attempted,Offensive_Rebounds,Total_Rebounds,Assists,Steals,Blocks,Turnovers,Personal_Fouls,Points,Field_Goal_Percentage,3_Point_FG_Percentage,Free_Throw_Percentage,Minutes_Played_PG,Points_PG,Rebounds_PG,Assists_PG,All_Star
OgnjenKuzmić,23,1,21,92,5,13,0,0,5,11,10,21,2,3,4,10,17,15,0.385,,0.455,4.4,0.7,1,0.1,0
OleksiyPecherov,22,1,35,320,44,125,17,60,20,31,21,66,7,6,5,17,30,125,0.352,0.283,0.645,9.1,3.6,1.9,0.2,0
OliverLafayette,25,1,1,22,3,6,1,2,0,0,1,4,2,0,0,1,0,7,0.5,0.5,,22,7,4,2,0
ÖmerAşık,24,1,82,989,78,141,0,0,73,145,112,306,32,20,56,64,153,229,0.553,,0.503,12.1,2.8,3.7,0.4,0
OmriCasspi,21,1,77,1931,300,672,75,203,117,174,75,349,95,54,17,98,125,792,0.446,0.369,0.672,25.1,10.3,4.5,1.2,0
OrienGreene,23,1,80,1235,100,253,9,40,45,68,37,145,129,77,10,109,181,254,0.395,0.225,0.662,15.4,3.2,1.8,1.6,0
OrlandoJohnson,23,1,51,619,72,180,36,94,23,32,20,110,47,11,9,29,51,203,0.4,0.383,0.719,12.1,4,2.2,0.9,0
OthelloHunter,22,1,16,92,11,20,0,0,0,5,9,24,1,2,5,2,11,22,0.55,,0,5.8,1.4,1.5,0.1,0
OthyusJeffers,24,1,14,73,12,29,0,0,13,19,8,19,1,4,0,6,10,37,0.414,,0.684,5.2,2.6,1.4,0.1,0
OttoPorter,20,1,37,319,33,91,4,21,8,12,21,57,10,8,1,14,26,78,0.363,0.19,0.667,8.6,2.1,1.5,0.3,0
P.J.Hairston,22,1,45,687,87,269,49,163,31,36,22,92,21,21,13,22,61,254,0.323,0.301,0.861,15.3,5.6,2,0.5,0
P.J.Tucker,21,1,17,83,11,22,0,0,8,14,11,23,3,2,0,6,12,30,0.5,,0.571,4.9,1.8,1.4,0.2,0
PabloPrigioni,35,1,78,1263,100,220,53,134,22,25,41,143,236,69,2,86,127,275,0.455,0.396,0.88,16.2,3.5,1.8,3,0
PapeSow,23,1,27,255,23,58,0,0,16,27,18,57,2,12,4,10,46,62,0.397,,0.593,9.4,2.3,2.1,0.1,0
PapeSy,22,1,3,21,2,6,0,1,3,3,2,3,2,1,0,3,1,7,0.333,0,1,7,2.3,1,0.7,0
PatConnaughton,23,1,34,143,13,49,5,21,5,5,11,32,10,2,0,10,6,36,0.265,0.238,1,4.2,1.1,0.9,0.3,0
PatrickBeverley,24,1,41,713,79,189,36,96,34,41,45,109,117,37,21,44,83,228,0.418,0.375,0.829,17.4,5.6,2.7,2.9,0
PatrickChristopher,26,1,4,29,3,12,0,4,0,0,2,6,0,1,0,1,6,6,0.25,0,,7.3,1.5,1.5,0,0
PatrickEwing,26,1,7,19,0,5,0,2,3,4,1,2,2,0,1,1,1,3,0,0,0.75,2.7,0.4,0.3,0.3,1
PatrickO'Bryant,20,1,16,119,10,32,0,0,11,17,7,21,9,6,8,8,26,31,0.313,,0.647,7.4,1.9,1.3,0.6,0
PatrickPatterson,21,1,52,868,149,267,0,2,30,42,86,200,41,17,37,31,77,328,0.558,0,0.714,16.7,6.3,3.8,0.8,0
PattyMills,21,1,10,38,10,24,2,4,4,7,1,2,5,0,0,4,6,26,0.417,0.5,0.571,3.8,2.6,0.2,0.5,0
PaulDavis,22,1,31,180,22,52,0,0,7,10,21,44,7,6,5,8,28,51,0.423,,0.7,5.8,1.6,1.4,0.2,0
PaulGeorge,20,1,61,1265,179,395,41,138,77,101,37,224,65,62,26,70,127,476,0.453,0.297,0.762,20.7,7.8,3.7,1.1,1
PaulMillsap,21,1,82,1472,209,398,1,3,140,208,183,423,62,67,74,94,236,559,0.525,0.333,0.673,18,6.8,5.2,0.8,1
PavelPodkolzin,20,1,5,10,0,0,0,0,1,2,0,2,0,0,0,2,4,1,,,0.5,2,0.2,0.4,0,0
PeroAntić,31,1,50,925,123,294,56,171,50,66,57,209,58,19,12,55,126,352,0.418,0.327,0.758,18.5,7,4.2,1.2,0
PerryJones,21,1,38,280,39,99,0,2,10,15,12,62,10,5,6,15,23,88,0.394,0,0.667,7.4,2.3,1.6,0.3,0
PeterJohnRamos,19,1,6,20,5,10,0,0,1,2,1,4,0,0,1,3,4,11,0.5,,0.5,3.3,1.8,0.7,0,0
PeytonSiva,23,1,24,224,18,57,7,25,11,15,2,14,34,9,1,18,27,54,0.316,0.28,0.733,9.3,2.3,0.6,1.4,0
PhilPressey,22,1,75,1132,78,253,28,106,29,45,20,105,241,68,5,87,97,213,0.308,0.264,0.644,15.1,2.8,1.4,3.2,0
PopsMensah-Bonsu,23,1,12,71,11,17,0,0,7,18,9,21,0,1,0,9,8,29,0.647,,0.389,5.9,2.4,1.8,0,0
QuincyAcy,22,1,29,342,42,75,1,2,31,38,30,77,11,13,15,17,53,116,0.56,0.5,0.816,11.8,4,2.7,0.4,0
QuincyDouby,22,1,42,359,48,126,12,50,11,15,11,37,15,15,4,15,21,119,0.381,0.24,0.733,8.5,2.8,0.9,0.4,0
QuincyMiller,20,1,7,26,4,12,0,1,1,2,1,2,3,1,0,1,3,9,0.333,0,0.5,3.7,1.3,0.3,0.4,0
QuincyPondexter,22,1,66,734,73,180,18,50,24,34,23,88,28,17,10,16,63,188,0.406,0.36,0.706,11.1,2.8,1.3,0.4,0
QuintonRoss,23,1,78,1659,161,373,1,4,74,110,59,210,109,51,22,54,165,397,0.432,0.25,0.673,21.3,5.1,2.7,1.4,0
R.J.Hunter,22,1,36,315,36,98,19,63,6,7,2,37,13,14,4,11,29,97,0.367,0.302,0.857,8.8,2.7,1,0.4,0
RafaelAraújo,24,1,59,736,76,175,1,3,43,55,59,185,16,21,8,52,157,196,0.434,0.333,0.782,12.5,3.3,3.1,0.3,0
RajonRondo,20,1,78,1831,188,450,6,29,119,184,74,292,297,128,8,137,181,501,0.418,0.207,0.647,23.5,6.4,3.7,3.8,1
RakeemChristmas,24,1,1,6,2,2,0,0,0,0,1,1,0,0,0,0,1,4,1,,,6,4,1,0,0
RamonSessions,21,1,17,450,51,117,3,7,32,41,8,58,127,17,3,36,26,137,0.436,0.429,0.78,26.5,8.1,3.4,7.5,0
RandolphMorris,21,1,5,44,1,6,0,0,2,6,1,9,1,2,1,2,4,4,0.167,,0.333,8.8,0.8,1.8,0.2,0
RandyFoye,23,1,82,1879,300,691,68,185,164,192,49,218,232,53,21,152,184,832,0.434,0.368,0.854,22.9,10.1,2.7,2.8,0
RandyHolcomb,26,1,4,11,1,1,0,0,0,0,1,1,0,0,0,0,2,2,1,,,2.8,0.5,0.3,0,0
RashadMcCants,21,1,79,1362,241,535,67,180,78,106,29,143,63,44,22,86,176,627,0.45,0.372,0.736,17.2,7.9,1.8,0.8,0
RashadVaughn,19,1,70,1001,81,266,43,147,12,15,11,88,39,29,16,28,73,217,0.305,0.293,0.8,14.3,3.1,1.3,0.6,0
RaulNeto,23,1,81,1499,180,418,64,162,52,70,17,120,174,62,2,109,122,476,0.431,0.395,0.743,18.5,5.9,1.5,2.1,0
RawleMarshall,23,1,23,241,24,60,1,3,22,29,8,31,10,8,7,15,17,71,0.4,0.333,0.759,10.5,3.1,1.3,0.4,0
RayMcCallum,22,1,45,897,113,300,22,59,32,43,18,79,120,22,9,39,69,280,0.377,0.373,0.744,19.9,6.2,1.8,2.7,0
RaymondFelton,21,1,80,2406,345,883,97,271,161,222,77,265,446,102,8,182,181,948,0.391,0.358,0.725,30.1,11.9,3.3,5.6,0
ReggieBullock,22,1,43,395,43,121,22,73,7,9,11,54,12,9,1,13,26,115,0.355,0.301,0.778,9.2,2.7,1.3,0.3,0
ReggieJackson,21,1,45,501,51,159,13,62,25,29,14,53,71,25,1,36,31,140,0.321,0.21,0.862,11.1,3.1,1.2,1.6,0
ReggieWilliams,23,1,24,782,140,283,33,92,52,62,18,110,66,23,6,29,49,365,0.495,0.359,0.839,32.6,15.2,4.6,2.8,0
RenaldoBalkman,22,1,68,1064,139,275,5,27,51,90,97,294,44,57,44,49,146,334,0.505,0.185,0.567,15.6,4.9,4.3,0.6,0
RenaldoMajor,24,1,1,27,2,10,0,0,1,2,0,2,0,2,0,1,4,5,0.2,,0.5,27,5,2,0,0
RichaunHolmes,22,1,51,702,114,222,8,44,51,74,62,135,33,19,40,32,92,287,0.514,0.182,0.689,13.8,5.6,2.6,0.6,0
RickyLedo,21,1,11,33,6,17,3,8,4,4,0,2,2,1,0,2,2,19,0.353,0.375,1,3,1.7,0.2,0.2,0
RickyRubio,21,1,41,1404,139,389,32,94,126,157,21,171,336,91,8,131,97,436,0.357,0.34,0.803,34.2,10.6,4.2,8.2,0
RobKurz,23,1,40,442,51,131,15,38,40,50,33,81,20,14,19,16,78,157,0.389,0.395,0.8,11.1,3.9,2,0.5,0
RobbieHummel,24,1,53,655,67,177,32,89,15,16,35,132,23,16,2,10,57,181,0.379,0.36,0.938,12.4,3.4,2.5,0.4,0
RobertCovington,23,1,7,34,6,14,4,11,0,0,2,5,0,2,0,1,3,16,0.429,0.364,,4.9,2.3,0.7,0,0
RobertHite,23,1,12,136,19,60,5,23,8,12,4,16,8,3,2,6,8,51,0.317,0.217,0.667,11.3,4.3,1.3,0.7,0
RobertSacre,23,1,32,203,18,48,0,0,7,11,9,34,6,0,10,10,38,43,0.375,,0.636,6.3,1.3,1.1,0.2,0
RobertSwift,19,1,16,72,5,11,0,0,5,9,1,5,2,1,7,4,16,15,0.455,,0.556,4.5,0.9,0.3,0.1,0
RobertWhaley,23,1,23,212,23,57,0,0,3,6,16,43,17,7,8,14,41,49,0.404,,0.5,9.2,2.1,1.9,0.7,0
RobinLopez,20,1,60,614,71,137,0,1,47,68,52,118,8,11,41,28,97,189,0.518,0,0.691,10.2,3.2,2,0.1,0
RodneyCarney,22,1,67,1169,182,392,25,72,53,87,39,128,26,38,23,43,118,442,0.464,0.347,0.609,17.4,6.6,1.9,0.4,0
RodneyHood,22,1,50,1064,155,374,62,170,61,80,9,117,83,30,12,45,119,433,0.414,0.365,0.763,21.3,8.7,2.3,1.7,0
RodneyStuckey,21,1,57,1081,153,382,3,16,127,156,32,129,160,49,6,78,113,436,0.401,0.188,0.814,19,7.6,2.3,2.8,0
RodrigueBeaubois,21,1,56,700,155,299,45,110,42,52,12,78,74,29,12,54,84,397,0.518,0.409,0.808,12.5,7.1,1.4,1.3,0
RogerPowell,24,1,3,13,0,3,0,1,2,2,3,3,0,0,0,3,2,2,0,0,1,4.3,0.7,1,0,0
RokoUkić,24,1,72,890,123,324,11,62,44,60,27,75,153,30,2,60,77,301,0.38,0.177,0.733,12.4,4.2,1,2.1,0
RondaeHollis-Jefferson,21,1,29,615,63,138,4,14,37,52,39,154,43,39,16,26,61,167,0.457,0.286,0.712,21.2,5.8,5.3,1.5,0
RonnieBrewer,21,1,56,675,102,193,0,9,56,83,37,75,24,37,6,24,44,260,0.528,0,0.675,12.1,4.6,1.3,0.4,0
RonniePrice,22,1,29,150,21,58,6,27,12,12,5,15,11,6,0,10,10,60,0.362,0.222,1,5.2,2.1,0.5,0.4,0
RonnyTuriaf,23,1,23,161,15,30,0,0,15,27,11,37,8,3,10,7,30,45,0.5,,0.556,7,2,1.6,0.3,0
RoyHibbert,22,1,70,1009,198,420,0,0,98,147,115,243,49,20,76,55,215,494,0.471,,0.667,14.4,7.1,3.5,0.7,0
RoyalIvey,23,1,62,809,85,198,3,9,47,67,19,84,103,39,7,58,140,220,0.429,0.333,0.701,13,3.5,1.4,1.7,0
RoyceWhite,22,1,3,9,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,,,3,0,0,0,0
RudyFernández,23,1,78,1993,268,630,159,398,120,143,47,207,159,69,12,86,111,815,0.425,0.399,0.839,25.6,10.4,2.7,2,0
RudyGay,20,1,78,2103,321,760,52,143,152,209,93,348,100,71,74,140,192,846,0.422,0.364,0.727,27,10.8,4.5,1.3,0
RudyGobert,21,1,45,434,36,74,0,0,32,65,51,155,7,8,41,32,57,104,0.486,,0.492,9.6,2.3,3.4,0.2,1
RussSmith,23,1,12,65,8,25,2,11,12,13,1,6,8,3,0,12,13,30,0.32,0.182,0.923,5.4,2.5,0.5,0.7,0
RussellWestbrook,20,1,82,2668,436,1095,35,129,349,428,178,399,435,110,16,274,191,1256,0.398,0.271,0.815,32.5,15.3,4.9,5.3,1
RyanAnderson,20,1,66,1312,160,407,69,189,98,116,104,311,52,44,20,63,157,487,0.393,0.365,0.845,19.9,7.4,4.7,0.8,0
RyanGomes,23,1,61,1376,173,355,3,9,112,149,102,298,58,35,5,55,83,461,0.487,0.333,0.752,22.6,7.6,4.9,1,0
RyanHollins,22,1,27,185,20,36,0,0,24,40,11,31,1,4,7,16,40,64,0.556,,0.6,6.9,2.4,1.1,0,0
RyanKelly,22,1,59,1312,157,371,48,142,110,135,42,219,95,32,45,47,147,472,0.423,0.338,0.815,22.2,8,3.7,1.6,0
RyanReid,25,1,5,17,4,5,0,0,0,0,1,2,0,0,0,1,1,8,0.8,,,3.4,1.6,0.4,0,0
SalahMejri,29,1,34,397,49,78,0,1,27,46,41,123,10,8,36,23,54,125,0.628,0,0.587,11.7,3.7,3.6,0.3,0
SalimStoudamire,23,1,61,1236,204,492,82,216,99,110,12,116,75,27,3,82,118,589,0.415,0.38,0.9,20.3,9.7,1.9,1.2,0
SamDekker,21,1,3,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,,,2,0,0.3,0,0
SamYoung,24,1,80,1321,224,497,11,56,136,175,77,201,52,34,20,94,106,595,0.451,0.196,0.777,16.5,7.4,2.5,0.7,0
SamardoSamuels,22,1,37,701,110,241,0,3,68,110,75,158,17,15,18,53,88,288,0.456,0,0.618,18.9,7.8,4.3,0.5,0
ŠarūnasJasikevičius,29,1,75,1557,170,429,86,236,121,133,19,153,227,40,4,116,108,547,0.396,0.364,0.91,20.8,7.3,2,3,0
SashaKaun,30,1,25,95,9,17,0,0,5,11,12,26,3,4,5,7,11,23,0.529,,0.455,3.8,0.9,1,0.1,0
SashaVujačić,20,1,35,403,33,117,17,63,18,19,13,62,51,12,2,15,41,101,0.282,0.27,0.947,11.5,2.9,1.8,1.5,0
ScottMachado,22,1,6,21,3,6,0,1,2,2,0,1,6,2,0,8,0,8,0.5,0,1,3.5,1.3,0.2,1,0
ScottyHopson,24,1,2,7,0,4,0,2,1,2,0,0,1,1,0,0,0,1,0,0,0.5,3.5,0.5,0,0.5,0
SeanKilpatrick,25,1,4,72,7,20,4,13,4,4,1,6,4,3,0,2,3,22,0.35,0.308,1,18,5.5,1.5,1,0
SeanMay,21,1,23,398,70,171,0,5,49,64,42,109,22,17,12,33,58,189,0.409,0,0.766,17.3,8.2,4.7,1,0
SeanSingletary,23,1,37,303,31,85,10,25,18,21,10,35,29,11,0,23,45,90,0.365,0.4,0.857,8.2,2.4,0.9,0.8,0
SeanWilliams,21,1,73,1278,164,305,0,0,81,133,115,322,28,28,106,70,193,409,0.538,,0.609,17.5,5.6,4.4,0.4,0
SebastianTelfair,19,1,68,1330,169,430,17,69,105,133,10,104,224,35,4,125,120,460,0.393,0.246,0.789,19.6,6.8,1.5,3.3,0
SemihErden,24,1,41,595,62,111,0,0,39,60,37,118,20,15,24,34,104,163,0.559,,0.65,14.5,4,2.9,0.5,0
SergeIbaka,20,1,73,1323,201,370,1,2,58,92,138,397,10,25,97,68,194,461,0.543,0.5,0.63,18.1,6.3,5.4,0.1,0
SergeiMonia,22,1,26,343,29,87,9,34,10,14,11,52,19,7,5,12,41,77,0.333,0.265,0.714,13.2,3,2,0.7,0
SergeyKarasev,20,1,22,156,12,35,4,19,9,10,0,16,6,3,1,11,22,37,0.343,0.211,0.9,7.1,1.7,0.7,0.3,0
SergioRodríguez,20,1,67,862,101,239,24,85,21,26,20,91,218,35,2,77,72,247,0.423,0.282,0.808,12.9,3.7,1.4,3.3,0
SethCurry,23,1,2,13,1,3,1,1,0,0,0,1,0,2,0,0,0,3,0.333,1,,6.5,1.5,0.5,0,0
ShabazzMuhammad,21,1,37,290,57,124,3,11,26,40,24,53,6,8,1,16,24,143,0.46,0.273,0.65,7.8,3.9,1.4,0.2,0
ShabazzNapier,23,1,51,1012,87,228,43,118,44,56,17,113,130,40,4,81,76,261,0.382,0.364,0.786,19.8,5.1,2.2,2.5,0
ShaneEdwards,26,1,2,12,1,3,0,0,0,0,1,2,0,0,0,1,1,2,0.333,,,6,1,1,0,0
ShaneLarkin,21,1,48,489,52,137,12,38,16,25,11,42,71,26,1,39,46,132,0.38,0.316,0.64,10.2,2.8,0.9,1.5,0
ShannonBrown,21,1,23,202,28,74,7,25,10,14,6,21,10,7,3,14,24,73,0.378,0.28,0.714,8.8,3.2,0.9,0.4,0
SharrodFord,24,1,3,13,2,3,0,0,0,0,1,3,0,0,1,2,7,4,0.667,,,4.3,1.3,1,0,0
ShaunLivingston,19,1,30,814,89,215,0,2,44,59,22,89,151,32,11,75,82,222,0.414,0,0.746,27.1,7.4,3,5,0
ShavlikRandolph,22,1,57,487,44,97,0,0,43,71,55,133,19,19,12,21,83,131,0.454,,0.606,8.5,2.3,2.3,0.3,0
ShawneWilliams,20,1,46,556,75,160,19,52,11,20,33,83,22,6,8,24,69,180,0.469,0.365,0.55,12.1,3.9,1.8,0.5,0
ShayneWhittington,23,1,20,108,19,42,1,6,18,23,10,29,6,5,2,5,18,57,0.452,0.167,0.783,5.4,2.9,1.5,0.3,0
SheldenWilliams,23,1,81,1514,166,365,2,4,110,144,131,435,44,52,39,96,199,444,0.455,0.5,0.764,18.7,5.5,5.4,0.5,0
ShelvinMack,21,1,64,779,88,220,12,42,42,59,12,92,131,28,2,48,50,230,0.4,0.286,0.712,12.2,3.6,1.4,2,0
SherronCollins,23,1,20,66,7,25,2,10,1,1,0,5,8,2,0,4,2,17,0.28,0.2,1,3.3,0.9,0.3,0.4,0
SimBhullar,22,1,3,3,1,2,0,0,0,0,0,1,1,0,1,0,0,2,0.5,,,1,0.7,0.3,0.3,0
SolomonAlabi,22,1,12,59,3,15,0,0,0,2,7,14,2,2,2,3,5,6,0.2,,0,4.9,0.5,1.2,0.2,0
SolomonHill,22,1,28,226,17,40,7,23,6,7,9,41,12,5,2,13,19,47,0.425,0.304,0.857,8.1,1.7,1.5,0.4,0
SolomonJones,22,1,58,666,65,128,0,1,59,75,49,136,11,11,42,25,124,189,0.508,0,0.787,11.5,3.3,2.3,0.2,0
SonnyWeems,22,1,12,55,8,25,0,3,3,8,0,4,3,1,0,6,8,19,0.32,0,0.375,4.6,1.6,0.3,0.3,0
SpencerDinwiddie,21,1,34,455,51,169,12,65,31,34,4,48,104,19,6,33,53,145,0.302,0.185,0.912,13.4,4.3,1.4,3.1,0
SpencerHawes,19,1,71,931,146,318,4,21,38,58,68,230,44,14,40,56,128,334,0.459,0.19,0.655,13.1,4.7,3.2,0.6,0
StanleyJohnson,19,1,73,1687,225,600,63,205,80,102,58,306,118,55,12,114,178,593,0.375,0.307,0.784,23.1,8.1,4.2,1.6,0
StéphaneLasme,25,1,16,303,32,71,0,0,19,32,26,53,3,13,22,15,35,83,0.451,,0.594,18.9,5.2,3.3,0.2,0
StephenCurry,21,1,80,2896,528,1143,166,380,177,200,48,356,472,152,19,243,252,1399,0.462,0.437,0.885,36.2,17.5,4.5,5.9,1
StephenGraham,23,1,22,175,21,54,2,10,14,15,5,27,7,5,2,13,31,58,0.389,0.2,0.933,8,2.6,1.2,0.3,0
SteveNovak,23,1,35,191,18,50,13,39,2,2,4,26,6,5,0,4,21,51,0.36,0.333,1,5.5,1.5,0.7,0.2,0
StevenAdams,20,1,81,1197,93,185,0,0,79,136,142,332,43,40,57,71,203,265,0.503,,0.581,14.8,3.3,4.1,0.5,0
StevenHill,23,1,1,2,1,1,0,0,0,0,2,3,0,0,0,0,0,2,1,,,2,2,3,0,0
StevenSmith,23,1,8,28,2,8,0,0,1,2,1,6,0,1,0,2,4,5,0.25,,0.5,3.5,0.6,0.8,0,0
SunYue,23,1,10,28,3,11,0,6,0,0,0,0,2,1,1,3,10,6,0.273,0,,2.8,0.6,0,0.2,0
SundiataGaines,23,1,32,217,38,82,7,26,23,46,6,29,39,12,0,14,17,106,0.463,0.269,0.5,6.8,3.3,0.9,1.2,0
T.J.McConnell,23,1,81,1606,218,464,31,89,26,41,43,250,367,95,10,140,114,493,0.47,0.348,0.634,19.8,6.1,3.1,4.5,0
T.J.Warren,21,1,40,614,113,214,5,21,14,19,41,85,25,18,9,27,51,245,0.528,0.238,0.737,15.4,6.1,2.1,0.6,0
TajGibson,24,1,82,2204,311,629,0,0,113,175,226,611,70,50,104,114,282,735,0.494,,0.646,26.9,9,7.5,0.9,0
TarenceKinsey,22,1,48,967,139,304,13,46,78,98,29,97,41,53,1,46,57,369,0.457,0.283,0.796,20.1,7.7,2,0.9,0
TarikBlack,23,1,63,1196,157,273,0,1,65,118,142,368,42,19,24,48,158,379,0.575,0,0.551,19,6,5.8,0.7,0
TaureanGreen,21,1,17,74,7,25,2,11,11,12,0,10,11,2,0,9,5,27,0.28,0.182,0.917,4.4,1.6,0.6,0.6,0
TaylorGriffin,23,1,8,32,4,10,0,2,2,4,0,2,1,0,2,1,4,10,0.4,0,0.5,4,1.3,0.3,0.1,0
TerrelHarris,24,1,22,318,29,83,8,39,14,21,18,51,26,9,2,25,34,80,0.349,0.205,0.667,14.5,3.6,2.3,1.2,0
TerrenceJones,21,1,19,276,43,94,5,19,13,17,28,65,15,12,19,13,21,104,0.457,0.263,0.765,14.5,5.5,3.4,0.8,0
TerrenceRoss,21,1,73,1239,186,457,65,196,30,42,35,144,53,43,14,48,122,467,0.407,0.332,0.714,17,6.4,2,0.7,0
TerrenceWilliams,22,1,78,1764,261,651,31,100,103,144,46,348,223,43,10,124,126,656,0.401,0.31,0.715,22.6,8.4,4.5,2.9,0
TerryRozier,21,1,39,311,29,106,6,27,8,10,24,63,37,6,1,19,23,72,0.274,0.222,0.8,8,1.8,1.6,0.9,0
ThaboSefolosha,22,1,71,868,109,256,15,42,23,45,35,153,60,33,11,60,100,256,0.426,0.357,0.511,12.2,3.6,2.2,0.8,0
ThaddeusYoung,19,1,74,1554,264,490,6,19,76,103,120,312,58,73,8,64,126,610,0.539,0.316,0.738,21,8.2,4.2,0.8,0
ThanasisAntetokounmpo,23,1,2,6,3,4,0,1,0,0,0,1,0,0,0,0,2,6,0.75,0,,3,3,0.5,0,0
ThomasGardner,22,1,4,45,9,23,3,12,0,2,3,4,1,0,0,4,4,21,0.391,0.25,0,11.3,5.3,1,0.3,0
ThomasRobinson,21,1,70,1056,138,321,0,1,57,109,122,315,46,41,26,88,124,333,0.43,0,0.523,15.1,4.8,4.5,0.7,0
TiagoSplitter,26,1,60,738,101,191,0,1,76,140,72,201,26,29,17,32,91,278,0.529,0,0.543,12.3,4.6,3.4,0.4,0
TiborPleiß,26,1,12,82,11,25,0,2,2,2,6,15,2,1,2,8,19,24,0.44,0,1,6.8,2,1.3,0.2,0
TimFrazier,24,1,11,239,21,61,5,17,10,21,6,28,60,8,0,25,26,57,0.344,0.294,0.476,21.7,5.2,2.5,5.5,0
TimHardaway,21,1,81,1875,294,687,130,358,106,128,19,121,66,44,7,47,144,824,0.428,0.363,0.828,23.1,10.2,1.5,0.8,1
TimOhlbrecht,24,1,3,12,1,3,0,0,1,1,0,1,1,1,0,4,1,3,0.333,,1,4,1,0.3,0.3,0
TimofeyMozgov,24,1,45,524,63,133,0,0,37,52,46,121,15,15,25,35,84,163,0.474,,0.712,11.6,3.6,2.7,0.3,0
TobiasHarris,19,1,42,479,79,169,6,23,44,54,30,101,22,13,7,31,45,208,0.467,0.261,0.815,11.4,5,2.4,0.5,0
ToneyDouglas,23,1,56,1087,179,391,68,175,55,68,40,108,112,42,3,55,116,481,0.458,0.389,0.809,19.4,8.6,1.9,2,0
TonyAllen,23,1,77,1262,184,387,12,31,112,152,85,221,64,76,24,77,156,492,0.475,0.387,0.737,16.4,6.4,2.9,0.8,0
TonyBobbitt,25,1,2,12,2,5,1,2,0,0,0,3,0,0,0,0,1,5,0.4,0.5,,6,2.5,1.5,0,0
TonyMitchell,24,1,3,10,3,5,0,1,0,0,1,1,1,1,0,0,0,6,0.6,0,,3.3,2,0.3,0.3,0
TonyMitchell,21,1,21,79,5,12,1,1,11,19,15,26,2,6,3,4,9,22,0.417,1,0.579,3.8,1,1.2,0.1,0
TonySnell,22,1,77,1231,129,336,57,178,31,41,19,124,68,29,15,44,84,346,0.384,0.32,0.756,16,4.5,1.6,0.9,0
TonyWroten,19,1,35,272,33,86,4,16,21,29,13,28,43,8,4,29,34,91,0.384,0.25,0.724,7.8,2.6,0.8,1.2,0
TornikeShengelia,21,1,19,93,10,23,1,2,9,16,9,23,3,3,1,11,11,30,0.435,0.5,0.563,4.9,1.6,1.2,0.2,0
Toure'Murry,24,1,51,373,56,129,5,12,23,39,13,44,49,19,1,34,46,140,0.434,0.417,0.59,7.3,2.7,0.9,1,0
TravisDiener,23,1,23,246,29,69,25,57,5,6,4,21,16,7,0,10,22,88,0.42,0.439,0.833,10.7,3.8,0.9,0.7,0
TravisLeslie,21,1,10,45,5,14,0,0,4,9,6,9,5,2,2,2,4,14,0.357,,0.444,4.5,1.4,0.9,0.5,0
TravisWear,24,1,51,672,84,209,11,30,20,26,31,106,40,15,11,35,55,199,0.402,0.367,0.769,13.2,3.9,2.1,0.8,0
TrevorAriza,19,1,80,1382,172,389,3,13,121,174,89,242,85,70,18,73,150,468,0.442,0.231,0.695,17.3,5.9,3,1.1,0
TrevorBooker,23,1,65,1063,139,253,0,1,68,101,98,251,35,29,42,38,115,346,0.549,0,0.673,16.4,5.3,3.9,0.5,0
TreyBurke,21,1,70,2262,341,897,111,336,102,113,37,208,396,42,6,131,145,895,0.38,0.33,0.903,32.3,12.8,3,5.7,0
TreyGilder,25,1,2,5,1,1,0,0,0,0,0,1,0,1,0,0,0,2,1,,,2.5,1,0.5,0,0
TreyJohnson,24,1,4,14,0,5,0,0,4,4,0,1,0,0,0,1,4,4,0,,1,3.5,1,0.3,0,0
TreyLyles,20,1,80,1382,191,436,49,128,57,82,59,299,59,26,18,65,114,488,0.438,0.383,0.695,17.3,6.1,3.7,0.7,0
TreyThompkins,21,1,24,119,24,61,4,13,5,7,4,24,3,3,3,6,10,57,0.393,0.308,0.714,5,2.4,1,0.1,0
TristanThompson,20,1,60,1424,194,442,0,2,106,192,187,389,27,27,62,81,134,494,0.439,0,0.552,23.7,8.2,6.5,0.5,0
TroyDaniels,22,1,5,75,15,31,12,25,0,0,0,4,5,0,0,3,6,42,0.484,0.48,,15,8.4,0.8,1,0
TyLawson,22,1,65,1318,201,390,34,83,106,140,42,124,203,48,2,82,89,542,0.515,0.41,0.757,20.3,8.3,1.9,3.1,0
TylerEnnis,20,1,33,411,52,144,12,43,5,7,7,35,73,18,5,42,36,121,0.361,0.279,0.714,12.5,3.7,1.1,2.2,0
TylerHansbrough,24,1,29,511,81,225,0,4,84,113,60,138,28,17,8,21,70,246,0.36,0,0.743,17.6,8.5,4.8,1,0
TylerHoneycutt,21,1,15,88,8,24,1,3,3,5,3,14,7,4,3,2,3,20,0.333,0.333,0.6,5.9,1.3,0.9,0.5,0
TylerJohnson,22,1,32,603,70,167,18,48,32,47,14,81,42,33,9,30,42,190,0.419,0.375,0.681,18.8,5.9,2.5,1.3,0
TylerZeller,23,1,77,2033,245,559,0,4,120,157,159,438,96,35,70,95,251,610,0.438,0,0.764,26.4,7.9,5.7,1.2,0
